Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
360082,EUCLID HOSPITAL,1/1/2021,12/31/2021,166
361309,HENRY COUNTY HOSPITAL (CAH),11/1/2020,10/31/2021,25
361310,MERCY HEALTH-WILLARD HOSPITAL LLC,1/1/2021,12/31/2021,20
361334,PIKE COMMUNITY HOSPITAL,1/1/2021,12/31/2021,25
363305,NATIONWIDE CHILDRENS HOSPITAL,1/1/2021,12/31/2021,706
364007,TWIN VALLEY RPH - COLUMBUS CAMPUS,7/1/2021,6/30/2022,230
364011,NORTHCOAST RPH,7/1/2021,6/30/2022,258
364051,BECKETT SPRINGS,1/1/2021,12/31/2021,96
364060,GBH - YOUNGSTOWN,1/1/2021,12/31/2021,76
400004,ASOCIACION HOSPITAL DEL MAESTRO INC,7/1/2021,6/30/2022,125
452097,VIBRA SPECIALTY HOSP DALLAS,8/1/2021,7/31/2022,60
454151,MEDICAL BEHAVIORAL HOSPITAL OF CLEAR,12/22/2020,12/31/2021,92
10073,CLAY COUNTY HOSPITAL,10/1/2020,9/30/2021,139
64007,CENTENNIAL PEAKS HOSPITAL,1/1/2021,12/31/2021,104
110045,NGMC BARROW,10/1/2020,9/30/2021,56
110071,APPLING GENERAL HOSPITAL,9/1/2021,8/31/2022,165
110086,WASHINGTON CO REG MED CTR,9/1/2021,8/31/2022,109
232020,MCLAREN BAY SPECIAL CARE,10/1/2020,9/30/2021,31
232023,SSH - MACOMB COUNTY  INC.,1/1/2021,12/31/2021,114
310051,OVERLOOK MEDICAL CENTER,1/1/2021,12/31/2021,482
310119,UH - UNIVERSITY HOSPITAL,7/1/2021,6/30/2022,358
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,4/1/2021,3/31/2022,80
454012,MILLWOOD HOSPITAL,1/1/2021,12/31/2021,134
10022,CHEROKEE MEDICAL CENTER,7/1/2021,12/31/2021,45
10126,TROY REGIONAL MEDICAL CENTER,4/1/2021,3/31/2022,59
40047,FIVE RIVERS MEDICAL CENTER,10/1/2020,9/30/2021,50
54069,AURORA CHARTER OAK BHS,1/1/2021,12/31/2021,146
54095,AURORA SAN DIEGO BEHAVIORAL,1/1/2021,12/31/2021,101
100099,ADVENTHEALTH LAKE WALES,7/1/2021,6/30/2022,29
100142,JACKSON HOSPITAL  MARIANNA,10/1/2020,9/30/2021,66
110115,ATLANTA MEDICAL CENTER,7/1/2021,6/30/2022,532
130013,ST. ALPHONSUS MEDICAL CENTER - NAMP,7/1/2021,6/30/2022,96
131311,ST. LUKES ELMORE MEDICAL CENTER,10/1/2020,9/30/2021,58
131323,ST. LUKES WOOD RIVER MEDICAL CENTER,10/1/2020,9/30/2021,25
140125,GATEWAY REGIONAL,1/1/2021,12/31/2021,305
140184,HEARTLAND REGIONAL MEDICAL CENTER,5/1/2021,4/30/2022,94
140280,TRINITY ROCK ISLAND,1/1/2021,12/31/2021,264
150006,LAPORTE HOSPITAL,1/1/2021,12/31/2021,74
150007,COMMUNITY HOWARD REGIONAL HEALTH,1/1/2021,12/31/2021,113
150018,ELKHART GENERAL HOSPITAL,1/1/2021,12/31/2021,244
150149,DEACONESS WOMENS HOSPITAL,1/1/2021,12/31/2021,74
160001,UNITYPOINT HEALTH-MARSHALLTOWN,1/1/2021,12/31/2021,27
160013,TRINITY MUSCATINE,1/1/2021,12/31/2021,13
160069,MERCYONE DUBUQUE MEDICAL CENTER,7/1/2021,6/30/2022,156
160082,IOWA METHODIST MEDICAL CENTER,1/1/2021,12/31/2021,666
160083,MERCY MEDICAL CENTER-DES MOINES,7/1/2021,6/30/2022,599
160146,ST. LUKES REGL MEDICAL CENTER,1/1/2021,12/31/2021,183
170103,NEWTON MEDICAL CENTER,7/1/2021,6/30/2022,99
170194,DOCTORS HOSPITAL,1/1/2021,12/31/2021,9
190090,WINN PARISH MEDICAL CENTER,4/1/2021,3/31/2022,40
190106,OAKDALE COMMUNITY HOSPITAL,4/1/2021,3/31/2022,48
190144,MINDEN MEDICAL CENTER,9/1/2021,8/31/2022,155
190160,GLENWOOD REGIONAL MEDICAL CENTER,3/1/2021,2/28/2022,270
220024,HOLYOKE MEDICAL CENTER,10/1/2020,9/30/2021,196
220046,BERKSHIRE MEDICAL CENTER,10/1/2020,9/30/2021,267
220062,ADCARE HOSPITAL OF WORCESTER,10/1/2020,9/30/2021,114
230002,ST. MARY MERCY HOSPITAL - LIVONIA,7/1/2021,6/30/2022,292
230024,SINAI-GRACE HOSPITAL,1/1/2021,12/31/2021,311
230066,MERCY HEALTH MUSKEGON,7/1/2021,6/30/2022,348
230216,MCLAREN PORT HURON,10/1/2020,9/30/2021,186
231323,SPECTRUM HEALTH REED CITY,1/1/2021,12/31/2021,75
250136,MERIT HEALTH WOMANS HOSPITAL,1/1/2021,12/31/2021,34
260024,TEXAS COUNTY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,47
260057,CAMERON REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,59
260180,CHRISTIAN HOSPITAL NORTHEAST,1/1/2021,12/31/2021,285
280023,CHI HEALTH ST. FRANCIS,7/1/2021,6/30/2022,136
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,123
340144,DAVIS REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,145
400012,HOSPITAL I GONZALEZ MARTINEZ,7/1/2021,6/30/2022,64
400102,DOCTORS CENTER HOSPITAL BAYAMON,1/1/2021,12/31/2021,146
400117,HOSPITAL DR. SUSONI,1/1/2021,12/31/2021,119
400118,DOCTOR CENTER HOSPITAL MANATI  INC.,1/1/2021,12/31/2021,258
440193,VANDERBILT WILSON COUNTY HOSPITAL,7/1/2021,6/30/2022,158
450659,HOUSTON HEALTHCARE MEDICAL CENTER,8/1/2021,7/31/2022,147
451350,PLAINS MEMORIAL HOSPITAL,10/1/2020,9/30/2021,17
451353,CRANE COUNTY HOSPITAL DISTRICT,10/1/2020,9/30/2021,15
451359,OCHILTREE GENERAL HOSPITAL,10/1/2020,9/30/2021,25
460014,MOUNTAIN WEST MEDICAL CENTER,1/1/2021,12/31/2021,36
474001,BRATTLEBORO RETREAT,1/1/2021,12/31/2021,108
490002,RUSSELL COUNTY HOSPITAL,10/1/2020,9/30/2021,48
490067,SOUTHSIDE REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,307
490097,SOUTHERN VIRGINIA REGIONAL MED. CTR.,1/1/2021,12/31/2021,80
500037,TOPPENISH COMMUNITY HOSPITAL,1/1/2021,12/31/2021,47
100072,ADVENTHEALTH FISH MEMORIAL,1/1/2021,12/31/2021,257
110042,PAULDING MEDICAL CENTER,7/1/2021,6/30/2022,294
110122,SOUTH GEORGIA MEDICAL CENTER,10/1/2020,9/30/2021,292
110143,COBB HOSPITAL AND MEDICAL CENTER,7/1/2021,6/30/2022,387
110150,ATRIUM HEALTH NAVICENT BALDWIN,7/3/2021,12/31/2021,101
114032,SOUTHERN CRESCENT HOSPITAL,1/1/2021,12/31/2021,122
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,1/1/2021,12/31/2021,293
141351,CLAY COUNTY HOSPITAL,3/1/2021,2/28/2022,20
210039,CALVERT MEMORIAL HOSPITAL,7/1/2021,6/30/2022,70
223027,ENCOMPASS HEALTH REHABILITATION HOSP,7/1/2021,6/30/2022,187
231316,HILLS & DALES GENERAL HOSPITAL,10/1/2020,9/30/2021,25
281300,HARLAN COUNTY HEALTH SYSTEM,1/1/2021,12/31/2021,19
281336,YORK GENERAL HOSPITAL INC,10/1/2020,9/30/2021,154
331301,CUBA MEMORIAL HOSPITAL INC,1/1/2021,12/31/2021,81
340127,GRANVILLE MEDICAL CENTER,10/1/2020,9/30/2021,122
343026,CAROLINAS REHABILITATION,1/1/2021,12/31/2021,150
392037,SSH - ERIE,6/1/2021,5/31/2022,50
444004,LAKESIDE HOSPITAL,1/1/2021,12/31/2021,315
451320,OMNIPOINT HEALTH HOSPITAL,10/1/2020,9/30/2021,14
461310,BLUE MOUNTAIN HOSPITAL,10/1/2020,9/30/2021,11
673043,ENCOMPASS HEALTH REHABILITATION HOSP,7/1/2021,6/30/2022,60
20006,MAT-SU REGIONAL MED CTR,1/1/2021,12/31/2021,125
21314,MT EDGECUMBE HOSPITAL,10/1/2020,9/30/2021,25
53300,VALLEY CHILDRENS HOSPITAL,10/1/2020,9/30/2021,358
60107,NATIONAL JEWISH HEALTH,7/1/2021,6/30/2022,13
101309,HENDRY REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,25
110016,WEST GEORGIA MEDICAL CENTER,7/1/2021,6/30/2022,442
110184,DOUGLAS HOSPITAL,7/1/2021,6/30/2022,108
111319,SYLVAN GROVE HOSPITAL,7/1/2021,6/30/2022,25
160047,JENNIE EDMUNDSON MEMORIAL,1/1/2021,12/31/2021,110
181331,MCDOWELL ARH,7/1/2021,6/30/2022,25
190014,OCHSNER ST. MARY,1/1/2021,12/31/2021,156
191318,TRINITY MEDICAL,10/1/2020,9/30/2021,25
194086,OCEANS BEHAVIORAL HOSPITAL OF BATON,1/1/2021,12/31/2021,60
220175,METROWEST MEDICAL CENTER,2/1/2021,1/31/2022,230
230207,MCLAREN OAKLAND,10/1/2020,9/30/2021,165
230230,EDWARD W. SPARROW HOSPITAL,1/1/2021,12/31/2021,632
231314,MCKENZIE HEALTH SYSTEM,10/1/2020,9/30/2021,25
250007,BILOXI REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,133
250100,BAPTIST MEM HOSPITAL GOLDEN TRIANGLE,10/1/2020,9/30/2021,211
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,297
260219,PROGRESS WEST HOSPITAL,1/1/2021,12/31/2021,68
271339,CROW/NORTHERN CHEYENNE INDIAN HOSPIT,10/1/2020,9/30/2021,24
320006,EASTERN NEW MEXICO MEDICAL CENTER,6/1/2021,5/31/2022,162
320090,SANTA FE MEDICAL CENTER,1/1/2021,12/31/2021,36
362037,REGENCY HOSPITAL OF COLUMBUS,7/1/2021,6/30/2022,66
364055,SOJOURN AT SENECA,7/1/2021,6/30/2022,24
371309,PAWHUSKA HOSPITAL  INC.,10/1/2020,9/30/2021,25
450143,ASCENSION SETON SMITHVILLE,7/1/2021,6/30/2022,8
451392,HAMILTON GENERAL HOSPITAL,10/1/2020,9/30/2021,25
492001,LAKE TAYLOR TRANSITIONAL CARE HOSPIT,7/1/2021,6/30/2022,296
511304,SISTERSVILLE GENERAL HOSPITAL,10/1/2020,9/30/2021,4
523300,CHILDRENS WISCONSIN,1/1/2021,12/31/2021,298
673078,SHANNON REHABILITATION HOSPITAL  AN,4/16/2021,6/30/2022,40
31308,HU HU KAM MEMORIAL HOSPITAL,10/1/2020,9/30/2021,62
131308,CASCADE MEDICAL CENTER,10/1/2020,9/30/2021,8
140067,SAINT FRANCIS MEDICAL CENTER,10/1/2020,9/30/2021,669
141321,FRANKLIN HOSPITAL,7/1/2021,6/30/2022,16
173027,WESLEY REHABILITATION HOSPITAL  AN A,1/1/2021,3/4/2022,65
191309,HOOD MEMORIAL HOSPITAL,10/1/2020,9/30/2021,25
281320,MEMORIAL COMMUNITY HEALTH  INC.,10/1/2020,9/30/2021,61
340168,WILMINGTON TREATMENT CENTER INC,1/1/2021,12/31/2021,92
450162,GRACE MEDICAL CENTER,1/1/2021,12/31/2021,92
451310,BALLINGER MEMORIAL HOSPITAL,10/1/2020,9/30/2021,16
451314,MEMORIAL HOSPITAL,10/1/2020,9/30/2021,16
451329,RANKIN COUNTY HOSPITAL DISTRICT,10/1/2020,9/30/2021,15
451347,COLEMAN COUNTY MEDICAL CENTER,10/1/2020,9/30/2021,25
494025,VIRGINIA BEACH PSYCHIATRIC CENTER,1/1/2021,12/31/2021,100
21308,NORTON SOUND REGIONAL HOSPITAL,10/1/2020,9/30/2021,36
40137,ST VINCENT NORTH,7/1/2021,6/30/2022,68
110011,TANNER MEDICAL CENTER,7/1/2021,6/30/2022,195
110100,JEFFERSON HOSPITAL,1/1/2021,12/31/2021,37
110161,NORTHSIDE HOSPITAL,10/1/2020,9/30/2021,721
171311,ROOKS COUNTY HEALTH CENTER,1/1/2021,12/31/2021,22
224023,PEMBROKE HOSPITAL,1/1/2021,12/31/2021,120
250057,KINGS DAUGHTERS MEDICAL CENTER,10/1/2020,9/30/2021,90
261327,RAY COUNTY MEMORIAL HOSPITAL,11/1/2020,10/31/2021,25
360025,FIRELANDS REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,205
360203,SOUTHEASTERN OHIO REG MED CTR,1/1/2021,12/31/2021,90
371335,HASKELL REGIONAL HOSPITAL,1/1/2021,12/31/2021,25
440003,SUMNER REGIONAL MEDICAL CENTER,5/1/2021,4/30/2022,167
41310,STONE COUNTY MEDICAL CENTER,10/1/2020,9/30/2021,25
54053,DEL AMO HOSPITAL,1/1/2021,12/31/2021,166
61304,HAXTUN HOSPITAL DISTRICT,1/1/2021,12/31/2021,25
144009,RIVEREDGE HOSPITAL,1/1/2021,12/31/2021,224
340090,JOHNSTON HEALTH,7/1/2021,6/30/2022,217
340114,REX HOSPITAL,7/1/2021,6/30/2022,609
371319,COAL COUNTY GENERAL HOSPITAL,7/1/2021,6/30/2022,20
440063,JOHNSON CITY MEDICAL CENTER,7/1/2021,6/30/2022,537
450124,DELL SETON MEDICAL CENTER AT THE UNI,7/1/2021,6/30/2022,226
451303,LIMESTONE MEDICAL CENTER,10/1/2020,9/30/2021,20
521312,MEMORIAL HOSPITAL OF LAFAYETTE CTY,1/1/2021,12/31/2021,25
100068,ADVENTHEALTH DAYTONA BEACH,1/1/2021,12/31/2021,362
101305,GEORGE E. WEEMS MEMORIAL HOSPITAL,10/1/2020,9/30/2021,25
194100,SEASIDE BEHAVIORAL CENTER LLC,1/1/2021,12/31/2021,41
231308,MUNISING MEMORIAL HOSPITAL,4/1/2021,3/31/2022,11
231312,SHERIDAN COMMUNITY HOSPITAL,4/1/2021,3/31/2022,22
313300,CHILDRENS SPECIALIZED HOPSITAL,1/1/2021,12/31/2021,114
340116,FRYE REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,355
370097,SOUTHWESTERN MEDICAL CENTER,11/1/2020,10/31/2021,199
394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,7/1/2021,6/30/2022,89
451300,PARMER COUNTY COMMUNITY HOSPITAL,10/1/2020,9/30/2021,25
453313,EL PASO CHILDRENS HOSPITAL,10/1/2020,9/30/2021,122
512003,CORNERSTONE HOSPITAL OF HUNTINGTON,11/1/2020,10/31/2021,32
670120,HOSPITALS OF PROV TRANSMOUNTAIN CAMP,1/1/2021,12/31/2021,108
31304,PAGE HOSPITAL,1/1/2021,12/31/2021,25
60119,MEDICAL CENTER OF THE ROCKIES,7/1/2021,6/30/2022,184
180004,MUHLENBERG COMMUNITY HOSPITAL,6/1/2021,5/31/2022,90
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,6/1/2021,5/31/2022,352
180046,BOURBON COMMUNITY HOSPITAL,6/1/2021,5/31/2022,58
180132,LAKE CUMBERLAND REGIONAL HOSP,1/1/2021,12/31/2021,216
181319,BRECKINRIDGE HEALTH  INC,1/1/2021,12/31/2021,43
181324,THE MEDICAL CENTER AT SCOTTSVILLE,4/1/2021,3/31/2022,132
190184,CITIZENS MEDICAL CENTER,4/1/2021,3/31/2022,40
190190,CALDWELL MEMORIAL HOSPITAL,1/1/2021,12/31/2021,37
250099,GREENWOOD LEFLORE HOSPITAL,10/1/2020,9/30/2021,193
271329,MADISON VALLEY MEDICAL CENTER,10/1/2020,9/30/2021,10
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,7/1/2021,6/30/2022,60
321301,SOCORRO GENERAL HOSPITAL,1/1/2021,12/31/2021,24
360159,ADENA REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,209
361303,LODI COMMUNITY HOSPITAL,1/1/2021,12/31/2021,20
364031,HEARTLAND RPH,7/1/2021,6/30/2022,156
400113,HOSPITAL SAN CRISTOBAL,10/1/2020,9/30/2021,150
454069,AUSTIN LAKES HOSPITAL,1/1/2021,12/31/2021,58
490040,INOVA ALEXANDRIA HOSPITAL,1/1/2021,12/31/2021,318
490052,RIVERSIDE REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,398
490090,SOUTHSIDE COMMUNITY HOSPITAL,1/1/2021,12/31/2021,78
490111,WYTHE COUNTY COMMUNITY HOSPITAL,11/1/2020,10/31/2021,100
490115,TWIN COUNTY REGIONAL HOSPITAL,10/1/2020,9/30/2021,141
490120,CHESAPEAKE GENERAL HOSPITAL,7/1/2021,6/30/2022,302
490127,BUCHANAN GENERAL HOSPITAL,7/1/2021,6/30/2022,49
510029,THOMAS MEMORIAL HOSPITAL,10/1/2020,9/30/2021,186
510031,ST FRANCIS HOSPITAL,10/1/2020,9/30/2021,65
510086,WELCH COMMUNITY HOSPITAL,7/1/2021,6/30/2022,76
21309,KANAKANAK HOSPITAL,10/1/2020,9/30/2021,16
131322,FRANKLIN COUNTY MEDICAL CENTER,10/1/2020,9/30/2021,55
161338,MERCYONE OELWEIN MEDICAL CENTER,7/1/2021,6/30/2022,54
190086,NORTH LOUISIANA MEDICAL CENTER,10/1/2020,9/30/2021,122
234044,BRIGHTWELL BEHAVIORAL HEALTH,1/1/2021,12/31/2021,23
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,14
351307,ST ANDREWS HEALTH CENTER,10/1/2020,9/30/2021,25
351309,SANFORD MAYVILLE,1/1/2021,12/31/2021,25
490145,STONESPRINGS HOSPITAL CENTER,11/1/2020,10/31/2021,124
31313,CARONDELET HOLY CROSS HOSPITAL,10/1/2020,9/30/2021,25
131318,WALTER KNOX MEMORIAL HOSPITAL,10/1/2020,9/30/2021,13
161320,COMMUNITY MEM. HOSPT.  SUMMER,1/1/2021,12/31/2021,16
234041,CENTER FOR FORENSIC PHYCHIATRY,10/1/2020,9/30/2021,272
340028,CAPE FEAR VALLEY MEDICAL CENTER,10/1/2020,9/30/2021,653
340041,CALDWELL MEMORIAL HOSPITAL,7/1/2021,6/30/2022,137
340053,PRESBYTERIAN HOSPITAL,1/1/2021,12/31/2021,670
340060,UNC ROCKINGHAM HOSPITAL,7/1/2021,6/30/2022,229
340064,WRMC HOSPITAL OPERATING CORPORATION,7/1/2021,12/31/2021,87
340071,HARNETT HEALTH SYSTEM,10/1/2020,9/30/2021,126
340075,BLUE RIDGE HEALTHCARE HOSPITALS,1/1/2021,12/31/2021,156
340084,ATRIUM HEALTH ANSON,1/1/2021,12/31/2021,15
440159,DELTA MEDICAL CENTER MEMPHIS,4/1/2021,3/31/2022,164
441305,MACON COUNTY GENERAL HOSPITAL,10/1/2020,9/30/2021,25
451325,CONCHO COUNTY HOSPITAL,10/1/2020,9/30/2021,16
454119,CARROLLTON SPRINGS,1/1/2021,12/31/2021,78
460047,ST MARKS HOSPITAL,7/1/2021,6/30/2022,294
520139,WEST ALLIS MEMORIAL HOSPITAL,1/1/2021,12/31/2021,202
520198,AURORA MEDICAL CENTER OF OSHKOSH,1/1/2021,12/31/2021,79
450669,MEDICAL CITY LEWISVILLE,6/1/2021,5/31/2022,172
30007,VERDE VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,87
171365,HANOVER HOSPITAL,1/1/2021,12/31/2021,25
191322,OCHSNER - ABROM KAPLAN MH,10/1/2020,9/30/2021,35
281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,1/1/2021,12/31/2021,50
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,10/1/2020,9/30/2021,449
440018,SYCAMORE SHOALS HOSPITAL,7/1/2021,6/30/2022,121
440065,NORTHCREST MEDICAL CENTER,9/1/2021,6/30/2022,109
10078,NORTHEAST ALABAMA REGIONAL MED CTR,10/1/2020,9/30/2021,287
40118,NEA BAPTIST MEMORIAL HOSPITAL,10/1/2020,9/30/2021,204
51323,COLORADO RIVER MEDICAL CENTER,1/1/2021,12/31/2021,25
100050,LARKIN HOSP PALM SPRINGS CAMPUS  LLC,1/1/2021,12/31/2021,119
140182,ADVOCATE NORTHSIDE HEALTH SYSTEM,1/1/2021,12/31/2021,281
141342,UNION COUNTY HOSPITAL DISTRICT,1/1/2021,12/31/2021,25
171329,SUMNER COUNTY HOSPITAL DISTRICT #1,1/1/2021,12/31/2021,25
171342,RUSH COUNTY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,16
240002,ST. MARYS MEDICAL CENTER,7/1/2021,6/30/2022,329
240075,ST. JOSEPHS MEDICAL CENTER,7/1/2021,6/30/2022,127
250031,MERIT HEALTH RIVER REGION,7/1/2021,6/30/2022,193
262013,SSH - ST LOUIS INC.,11/1/2020,10/31/2021,71
312019,SSH - NORTHEAST NEW JERSEY  INC.,11/1/2020,10/31/2021,62
340001,ATRIUM HEALTH CABARRUS,1/1/2021,12/31/2021,457
340010,WAYNE MEMORIAL HOSPITAL,7/1/2021,6/30/2022,245
340014,FORSYTH MEMORIAL HOSPITAL  INC,1/1/2021,12/31/2021,924
340015,ROWAN REGIONAL HOSPITAL,1/1/2021,12/31/2021,219
340017,MARGARET R. PARDEE MEMORIAL HOSPITAL,7/1/2021,6/30/2022,160
340021,ATRIUM HEALTH CLEVELAND,1/1/2021,12/31/2021,308
340085,THOMASVILLE MEDICAL CENTER,1/1/2021,12/31/2021,106
340096,LEXINGTON MEMORIAL HOSPITAL  INC.,7/1/2021,12/31/2021,70
340098,ATRIUM HEALTH PINEVILLE,1/1/2021,12/31/2021,391
340113,CAROLINAS MEDICAL CENTER,1/1/2021,12/31/2021,1279
340119,ATRIUM HEALTH STANLY,1/1/2021,12/31/2021,109
340145,ATRIUM HEALTH LINCOLN,1/1/2021,12/31/2021,101
340147,NASH HOSPITALS INC,7/1/2021,6/30/2022,345
340148,MEDICAL PARK HOSPITAL,1/1/2021,12/31/2021,22
400112,HOSPITAL UPR,7/1/2021,6/30/2022,204
442016,SSH - TRI-CITIES  INC.,11/1/2020,10/31/2021,35
510012,PLEASANT VALLEY HOSPITAL,10/1/2020,9/30/2021,49
520035,SHEBOYGAN MEMORIAL HOSPITAL,1/1/2021,12/31/2021,136
10175,EAMC-LANIER,10/1/2020,9/30/2021,31
30023,FLAGSTAFF MEDICAL CENTER,7/1/2021,6/30/2022,268
51319,MERCY MEDICAL CENTER MT. SHASTA,7/1/2021,6/30/2022,20
110107,AHN THE MEDICAL CENTER,1/1/2021,12/31/2021,656
110132,MEMORIAL HOSPITAL,4/1/2021,3/31/2022,187
110150,ATRIUM HEALTH NAVICENT BALDWIN,1/1/2021,7/2/2021,101
110165,SOUTHERN REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,280
181309,CASEY COUNTY HOSPITAL,7/1/2021,6/30/2022,24
184002,WESTERN STATE HOSPITAL,7/1/2021,6/30/2022,163
184015,CENTRAL STATE HOSPITAL,7/1/2021,6/30/2022,70
190308,ST. BERNARD PARISH HOSPITAL,1/1/2021,12/31/2021,40
250012,ALLIANCE HEALTHCARE SYSTEM,1/1/2021,12/31/2021,40
321302,DR. DAN C. TRIGG,1/1/2021,12/31/2021,25
340008,SCOTLAND MEMORIAL HOSPITAL,10/1/2020,9/30/2021,104
340027,LENOIR MEMORIAL HOSPITAL,7/1/2021,6/30/2022,199
340030,DUKE UNIVERSITY HOSPITAL,7/1/2021,6/30/2022,1048
340042,ONSLOW MEMORIAL HOSPITAL,10/1/2020,9/30/2021,162
340050,S.E. REGL MEDICAL CENTER,7/1/2021,6/30/2022,294
340061,UNIVERSITY OF NORTH CAROLINA HOSP.,7/1/2021,6/30/2022,938
340073,DUKE RALEIGH HOSPITAL,7/1/2021,6/30/2022,186
340155,DUKE REGIONAL HOSPITAL,7/1/2021,6/30/2022,373
340158,BRUNSWICK COMMUNITY HOSPITAL,1/1/2021,12/31/2021,59
340166,ATRIUM HEALTH UNIVERSITY CITY,1/1/2021,12/31/2021,100
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,1/1/2021,12/31/2021,135
340187,DAVIE MEDICAL CENTER,7/1/2021,12/31/2021,50
340190,NOVANT HEALTH MINT HILL MEDICAL CTR,1/1/2021,12/31/2021,36
360027,AKRON GENERAL MEDICAL CENTER,1/1/2021,12/31/2021,454
360134,GOOD SAMARITAN HOSPITAL,7/1/2021,6/30/2022,425
360170,BERGER HOSPITAL,7/1/2021,6/30/2022,83
360210,GRADY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,64
360348,DUBLIN METHODIST HOSPITAL,7/1/2021,6/30/2022,110
361306,MERCY ALLEN HOSPITAL,1/1/2021,12/31/2021,22
361330,HOCKING VALLEY,1/1/2021,12/31/2021,35
420071,SELF REGIONAL HEALTHCARE,10/1/2020,9/30/2021,322
440016,BAPTIST MEM HOSPITAL HUNTINGDON,10/1/2020,9/30/2021,58
440059,COOKEVILLE REGIONAL MEDICAL CENTER,7/1/2021,6/30/2022,232
442010,BAPTIST MEM RESTORATIVE CARE HOSP.,10/1/2020,9/30/2021,30
453306,COVENANT CHILDRENS HOSPITAL,7/1/2021,6/30/2022,181
461333,GARFIELD MEMORIAL HOSPITAL,1/1/2021,12/31/2021,36
511321,ST. JOSEPHS HOSPITAL OF BUCKHANNON,1/1/2021,12/31/2021,51
531313,STAR VALLEY HOSPITAL,7/1/2021,6/30/2022,46
10086,NORTHWEST MEDICAL CENTER,1/1/2021,12/31/2021,38
60022,MEMORIAL HEALTH SYSTEM,7/1/2021,6/30/2022,375
100135,TALLAHASSEE MEMORIAL HOSPITAL,10/1/2020,9/30/2021,495
100151,MAYO CLINIC FLORIDA,1/1/2021,12/31/2021,304
100189,NORTHWEST MEDICAL CENTER,1/1/2021,12/31/2021,289
100224,HCA FLORIDA WOODMONT HOSPITAL,5/1/2021,4/30/2022,317
100260,ST. LUCIE MEDICAL CENTER,10/1/2020,9/30/2021,207
160057,SOUTHEAST IOWA REGIONAL MEDICAL CTR,7/1/2021,6/30/2022,363
160153,MERCYONE SIOUXLAND MEDICAL CENTER,7/1/2021,6/30/2022,196
180012,BAPTIST HEALTH HARDIN,9/1/2021,8/31/2022,262
180018,ST. CLAIRE MEDICAL CENTER,7/1/2021,6/30/2022,126
180048,EPHRAIM MCDOWELL REG MED CTR,10/1/2020,9/30/2021,164
180105,MONROE COUNTY MEDICAL CENTER,3/1/2021,2/28/2022,49
180154,PINEVILLE COMMUNITY HEALTH CENTER,7/1/2021,6/30/2022,57
190041,HIGHLAND MEDICAL CENTER,7/1/2021,6/30/2022,214
190201,LAKE AREA MEDICAL CENTER,7/1/2021,6/30/2022,108
191306,WEST FELICIANA PARISH HOSPITAL,11/1/2020,10/31/2021,25
250168,UMMC-GRENADA,7/1/2021,6/30/2022,49
310024,ROBERT WOOD JOHNSON HOSPITAL @ RAHW,1/1/2021,12/31/2021,139
312024,COLUMBUS HOSP LTACH,4/1/2021,3/31/2022,63
330229,BROOKS-TLC HOSPITAL SYSTEM  INC.,1/1/2021,12/31/2021,65
340004,HIGH POINT MEDICAL CENTER,7/1/2021,12/31/2021,304
340016,HARRIS REGIONAL HOSPITAL,8/1/2021,7/31/2022,82
340069,WAKEMED RALEIGH CAMPUS,10/1/2020,9/30/2021,720
340173,WAKE MED CARY HOSPITAL,10/1/2020,9/30/2021,203
340184,HAYWOOD REGIONAL MEDICAL CENTER,8/1/2021,7/31/2022,154
360044,WAYNE HOSPITAL COMPANY,1/1/2021,12/31/2021,52
360048,UNIV OF TOLEDO MEDL CENTER,7/1/2021,6/30/2022,246
360055,TRUMBULL MEMORIAL HOSPITAL,1/1/2021,12/31/2021,214
360075,UH REGIONAL HOSPITALS,1/1/2021,12/31/2021,86
360078,UH PORTAGE MEDICAL CENTER,1/1/2021,12/31/2021,187
